Ib_A_rms_pu,Ib_B_rms_pu,Ib_C_rms_pu,Ib_pos_pu,Ib_neg_pu,Ib_zer_pu,Ib_neg_pos,Ib_zer_pos,Ib_ang_pos,Ib_ang_neg,Ib_ang_zer,Ib_dA_pu,Ib_dB_pu,Ib_dC_pu,Ib_pkA_pu,Ib_pkB_pu,Ib_pkC_pu,Ib_thd2,Ib_thd5,inception_ang_deg,wavelet_energy_pu,Ia_A_rms_pu,Ia_B_rms_pu,Ia_C_rms_pu,Ia_pos_pu,Ia_neg_pu,Ia_zer_pu,Vb_A_rms_pu,Vb_B_rms_pu,Vb_C_rms_pu,Vb_pos_pu,Vb_neg_pu,Vb_zer_pu,Vb_neg_pos,Vb_zer_pos,Vb_ang_pos,Vb_ang_neg,Vb_ang_zer,ZbusB_pos_pu,rms_ratio_IaIb,section_label,fault_resistance_ohm,fault_class
0.507386763605914,14.0984749309572,13.678185483139872,0.09970620626474186,0.0009802230086222944,1e-12,0.009831113182548276,1.0029465842029078e-11,88.41352066990255,89.79753616351637,88.38228590717232,113.72158177722804,3041.568334106185,2988.0028869126536,0.7003132383474319,19.960959244547226,19.486887891467973,0.4748682947824777,0.19929711974747258,32.72849409727811,0.0030504389338316257,0.4586759741625836,14.379875087354943,14.348307953824555,0.09858362298192061,0.0011355467804211184,1e-14,1.007892678735763,0.972481491235395,0.9724795616268962,0.964646688973456,0.005146470458309974,1e-14,0.005335083312680614,1.0366489725139853e-14,88.41352066990255,89.79753616351637,88.38228590717232,9.674891016685725,1.0340571271010188,2,1000000.0,0
0.43729510532246574,12.63279098721614,12.707825891507149,0.08713680658114586,0.0008411634612562709,1e-12,0.009653365605263198,1.1476206528093806e-11,87.6673936466634,89.49568333454958,86.76293554214848,94.69342482138279,2911.7242258658875,2885.1044593411007,0.6393005984285524,17.277322542170715,17.534486266004546,0.49687675935606485,0.2063172376068424,163.67767237418076,0.002295687011551301,0.4143117283203798,13.285047516776258,12.66171297101382,0.08912817849234252,0.001040596195072119,1e-14,0.9652041274388223,1.0359108429802666,1.0372505626459647,1.0246717878493168,0.004921845507669349,1e-14,0.004803338553115109,9.759222522589182e-15,87.6673936466634,89.49568333454958,86.76293554214848,11.759345060869881,1.0241667972949524,2,1000000.0,0
0.43867214598810433,12.744861133007634,12.32911868375205,0.08515010531107961,0.0008558774065868898,1e-12,0.0100513956313819,1.1743966547107897e-11,88.42846050420846,89.74365906852051,88.25831270196097,96.34506601681859,2744.1922959424583,2818.4001721692407,0.6109951343107122,17.771884423396738,17.756280046619832,0.48473464807017824,0.1972943683976424,0.9939810822484318,0.0020992156224612845,0.43294200967333074,13.325899929357506,13.085312055778548,0.09087782926435448,0.001000969041188044,1e-14,0.9817079225419116,1.0262990007321544,0.9885402661354872,0.9824747607749904,0.005017078433263299,1e-14,0.00510657232985729,1.0178378508098748e-14,88.42846050420846,89.74365906852051,88.25831270196097,11.538150723919323,1.053191133918961,2,1000000.0,0
0.5443124623515488,15.031948820451046,15.300718736559455,0.10735225969505574,0.0010389527063482526,1e-12,0.009677976966870741,9.315127539238272e-12,87.58236883153481,89.149062827159,86.73600558974928,123.38784179332644,3266.8103840467274,3283.938668597877,0.7887487126283433,21.485261773594377,22.281511472843853,0.4719264557918887,0.19457954059606408,114.55387402748048,0.003576201591769009,0.5016175880602904,15.817274491558083,15.999245191790708,0.10509944264390056,0.00124056241834257,1e-14,0.9695675396750641,1.0170595829778395,1.0208628038893517,1.0049021758055596,0.005108386871981825,1e-14,0.005083466818850623,9.951217373006962e-15,87.58236883153481,89.149062827159,86.73600558974928,9.360791932086828,1.0488182802743078,2,1000000.0,0
0.5582259287264989,15.631088964906594,16.53675874056074,0.10637429096722865,0.001125367363901978,1e-12,0.010579317080189604,9.400767624456441e-12,88.31744291326558,89.05872215682541,91.09780045345585,124.19303564212305,3528.751233867212,3633.467148788605,0.7892769057619498,21.753560092815444,22.9839621202214,0.4981164319764849,0.2073991567190738,75.13398056678022,0.0033272380161661753,0.5216871725044984,16.05923139716239,16.02467904338598,0.11636552542991589,0.0012908032051723733,1e-14,1.0031473793532522,1.024595212413125,1.0316873039938794,0.9854402779977491,0.004844020769811071,1e-14,0.004915590394516577,1.0147748385290877e-14,88.31744291326558,89.05872215682541,91.09780045345585,9.263895061236594,0.996959770571665,2,1000000.0,0
0.44995757658209795,12.890036874427288,12.463936867056983,0.08686134547686597,0.0008612506294896537,1e-12,0.009915234617264804,1.1512600720118158e-11,88.15147928171717,89.7341495557192,88.61250165033084,102.63666672646522,2822.391313081228,2699.353453749289,0.6117270977622102,18.24690077242458,17.240991092371125,0.46236576543570296,0.20145428709101187,131.07894275013473,0.00229562090151318,0.41660760253484574,13.209332540926725,12.94953303130511,0.08894363465840603,0.0009994116930452123,1e-14,0.9641183000999991,0.9822917171389289,1.0326612708773324,0.9791649512533578,0.00485795794883649,1e-14,0.0049613274429980815,1.0212783838909823e-14,88.15147928171717,89.7341495557192,88.61250165033084,11.272735122913868,1.031588227671493,2,1000000.0,0
0.5643206722802471,15.491523689586668,15.12502136984889,0.10163665962235782,0.0010594921113126674,1e-12,0.010424310527569642,9.838969461183007e-12,88.14078596051009,89.78391386918008,91.5023273855551,123.74618941381964,3399.837488039465,3420.670680122593,0.8071380433461096,21.179459229269035,20.81098912774487,0.4952490339821789,0.2061933827882419,95.33710410408116,0.003168389990146893,0.4997582913640212,15.325460358212874,16.0214902708775,0.11092898089681238,0.0012655964384924818,1e-14,0.990938827704043,1.0349383990989387,0.9710016755316795,0.9872853080840207,0.004845389408496235,1e-14,0.004907790447111656,1.0128784362524099e-14,88.14078596051009,89.78391386918008,91.5023273855551,9.713869995713335,1.0239479149592545,2,1000000.0,0
0.5945220321793537,16.329076426167866,16.1821838379742,0.1129098607271091,0.001075607342987783,1e-12,0.009526247986977519,8.856622306534141e-12,88.18671771478583,89.26483793330964,89.41113725324934,130.67193208780665,3559.2721935625295,3521.1534037748183,0.8496018315158411,23.637442852219994,22.8898918560056,0.4981636053024939,0.19828956359466818,134.36845292124434,0.003944544412783142,0.5540214361714046,17.46982036416764,16.86920159103862,0.11594548672586129,0.0012998083380334785,1e-14,0.9681177234292826,1.0130801415286446,0.9604049267076975,0.9728646441133999,0.0050194935157466345,1e-14,0.005159498334078682,1.027892220179753e-14,88.18671771478583,89.26483793330964,89.41113725324934,8.616294708293138,1.0562918085523874,2,1000000.0,0
0.5539201802638838,15.277817240725375,15.622844708655025,0.10224587708515458,0.0009981281164572204,1e-12,0.009762037699220875,9.780345366755605e-12,87.88573965622479,89.06633367179333,94.8976989195483,126.50671883085569,3344.1701319598783,3378.7608546488505,0.7877520888802826,20.909820866432376,22.2973168007889,0.48218116847840065,0.2069784763865725,77.07314669711658,0.0031854499382650216,0.5189585128979958,16.10622992061353,15.653216418537617,0.10364351232388842,0.0012164002911978144,1e-14,1.0177961692209205,0.9824617889952685,0.9619452773145163,1.0116377836725734,0.00487084427176282,1e-14,0.00481481054341927,9.88496095293297e-15,87.88573965622479,89.06633367179333,94.8976989195483,9.894166910376962,1.0277764385772745,2,1000000.0,0
0.5899836830949531,16.93756493181528,17.37348445037348,0.11139897991130632,0.0011486981076214641,1e-12,0.010311567468790715,8.976742801589723e-12,88.3230236403505,89.86985029453804,91.10321582963454,129.36281516198548,3725.1305758688977,3734.058413101251,0.8372094143878602,23.544290144823062,24.748357865008977,0.483005957414253,0.1925750763807479,90.27293304369593,0.003712673751979182,0.5742757839174752,17.620595454042068,17.34336758305884,0.12093832268417795,0.0014193642590884065,1e-14,1.0301898457542364,1.0192614894203365,1.0157612592796215,1.0161987267189687,0.0049437964604879025,1e-14,0.004864989815117262,9.840594882899238e-15,88.3230236403505,89.86985029453804,91.10321582963454,9.122154605059144,1.0189527047408153,2,1000000.0,0
